pt1,pt2,eta1,eta2,phi1,phi2
50.58177,49.243572,-0.37329447,0.28666607,-1.8972155,1.1001933
279.88925,134.385,-1.0803353,-0.6968085,1.8002337,2.2405837
59.954376,58.309555,-0.53586394,-0.57435346,-1.694193,1.6587554
128.959,86.691765,-1.7619934,-0.88790077,-3.0205693,3.0785184
63.85942,49.41552,1.0651896,0.42859197,-0.6642433,2.2081282
84.83089,62.896248,-1.2607265,-1.5087414,0.22262055,-2.31605
60.984344,55.726856,-0.6438111,-1.0892526,-2.5399585,0.42350757
57.39543,50.84167,-0.52479446,-1.4892628,-0.4318529,2.5065808
83.67577,67.54494,1.9550662,1.7745832,0.23376484,-3.1173022
63.639435,57.189636,0.455523,-0.013105483,2.5244412,-0.5090819
59.124245,49.88224,-0.19367969,-0.0938765,1.8849682,-1.4804238
50.603382,53.320232,1.2086394,0.3317641,-2.361675,0.7067942
101.43473,76.8861,-0.4335779,0.9291039,-1.6324874,-1.9841554
60.019176,39.205326,0.576479,0.41831654,2.1768713,-0.93675524
132.33607,112.98137,-0.045465834,-0.8493691,2.4252856,2.9502354
77.02332,68.1745,-0.5798083,-0.83727956,1.0893589,-2.3569427
112.67029,83.720024,-0.0422058,-0.59635526,-1.5138636,-2.412861
80.33268,57.258595,0.7580183,0.1994724,1.2620915,-1.9556274
85.76256,56.67417,-0.014666673,-0.42963994,-1.573573,0.26360556
106.1043,57.7799,-0.12284292,-0.053746015,-0.23314047,-2.2989314
74.485954,64.05708,0.91820234,1.123745,-1.0301663,2.0836396
127.761696,95.18469,0.932681,0.29754454,-3.0730884,2.378578
73.65463,61.842285,1.131479,0.64800894,-1.0153947,2.9812198
58.784863,55.01009,-0.43014163,-0.113244355,2.467194,-0.13566966
64.82157,51.61007,0.6319647,0.7541554,2.226704,-0.9496154
61.930847,67.49276,1.278794,1.7742947,0.014471824,-2.9403956
110.67609,42.18953,0.5161962,0.060177162,-2.4040184,1.3169615
52.365986,51.424263,1.0423225,1.9486028,-1.3982943,1.8299317
106.62837,77.430275,0.2674694,-0.1772503,-2.6862504,-1.446359
58.307465,59.361404,1.0429857,0.5651035,0.76022154,-2.475968
90.32281,68.950264,0.35768223,0.2161434,0.27272934,-1.3786395
68.681015,59.082447,-0.38409275,-0.6686307,0.44250938,-2.6874163
63.388134,63.95139,1.7401531,0.83481026,-1.2821796,1.9521575
57.230217,60.352,0.80200005,0.44376212,1.5858971,-1.4306412
131.73686,78.63501,-0.7786985,-1.2202793,-2.8849251,2.5059936
68.05384,59.051952,1.0222727,1.5866995,2.7188785,-0.38485238
69.5368,71.70518,-0.19199085,0.0028247167,-1.4428812,0.7266193
79.280624,63.800774,0.0030495322,-0.61770093,1.6546047,-0.33329967
173.79523,64.03921,-0.3427606,-0.88518316,-3.124213,-1.9676795
86.68728,65.46206,0.75118506,-0.71609586,0.93290377,2.0689492
99.217125,54.96851,-0.89967203,-1.7333914,2.1541152,-1.5886959
92.36814,57.14998,-1.6647358,-0.5168999,-2.1951528,-0.3791899
69.66749,65.15466,-0.1532657,-0.5437832,2.6350543,-0.06875495
63.03315,61.666386,-0.5624055,-0.3746782,0.5611574,-2.387591
57.15704,58.30046,1.0274333,0.27837238,1.3912597,-1.590491
66.529236,64.49492,1.8799235,2.0047069,1.7004012,-1.299219
63.99996,51.010014,0.86792314,-0.17550302,2.4445689,-0.9401465
134.6288,60.436348,-1.4262929,-1.6040221,-2.8224945,-1.9560217
130.42389,80.355804,-0.6199201,-1.4089617,1.6246293,3.0030198
96.45036,75.47554,-0.07725596,1.0620039,0.1636185,0.14360052
73.334236,58.422123,0.124379024,-0.5608567,1.2042307,-1.4357172
171.27005,124.68915,0.36253285,0.93502945,3.1154363,-2.5305638
56.899765,49.82316,-1.0710355,-1.3169607,-2.9944997,0.5014497
155.29556,78.399,-0.7406343,-1.0938458,0.33366996,1.7764093
70.775276,68.98325,-1.1301787,-1.4411485,2.7509634,-2.2536535
53.27488,56.80981,-0.15633114,-0.16366193,0.58498216,-2.3346326
122.10923,66.754166,0.6763061,0.98522013,-2.5021844,2.3786447
89.9846,60.058044,0.16463757,0.015493439,-1.9806097,2.3858628
62.615868,47.419212,0.7570254,0.15077856,2.4786117,-1.0777749
65.82916,47.146317,-0.5306039,0.121023394,2.3757298,-0.9892168
59.733788,54.88168,1.1232723,0.35476026,2.6543314,-0.48782715
67.705,56.71965,-0.21888757,-0.41162154,1.0056001,-2.113752
53.323612,51.122093,0.1725635,0.6294835,-2.5403466,0.93666893
308.8487,113.791016,-0.16754206,0.21556593,0.8218347,0.99165815
62.878838,61.079845,-0.055999953,-0.5396269,0.98748344,-2.2723083
84.21826,73.03328,0.88311356,0.79994154,2.5696564,-1.7191381
58.199085,51.639725,1.3266007,1.785297,-2.7105112,0.89045924
70.042534,54.29082,0.15061294,0.40390763,0.36540103,-1.6949058
82.764565,68.54758,-0.6684117,-1.1898268,1.1440018,-2.8232653
60.362812,52.7942,-1.129967,-0.6408796,0.28998786,2.929561
102.61787,53.381634,-0.57508636,-0.40413356,2.2396283,-1.9042395
97.35706,44.594437,-1.7861396,-0.9942438,0.9413592,3.0951004
64.227486,54.966988,-1.099218,-0.21136415,1.991507,-1.249061
73.41019,80.17103,0.8996186,0.3552235,1.5789667,-2.2078037
70.15661,56.58367,1.2916845,0.85852766,-0.36489496,2.9838884
56.87597,51.957733,0.9931499,0.9713987,2.4834154,-0.6064847
272.1092,58.854313,0.15643744,0.422244,-0.676932,0.22132613
71.632484,54.118336,-0.7384617,-0.8776111,0.46741557,-1.5078145
67.72159,56.04773,-1.394223,-1.7826331,-0.9548531,1.6427591
52.522015,43.40064,-0.24298364,0.6714204,-1.4960538,2.094695
58.3534,58.940815,-1.504651,-1.1464328,2.9188418,0.10151827
83.74157,64.839294,-0.8988302,0.10809247,1.8781704,0.26329878
75.79774,64.9664,-0.22905892,1.2381127,-0.07625726,-0.7079708
73.134285,69.95343,1.3061085,1.5931438,0.086356096,-1.8535336
192.93436,79.24841,1.852402,0.785989,-2.9133244,-2.8202562
237.6364,168.69711,0.00715218,-0.0765019,-0.18365796,-0.8745358
94.68725,80.4453,1.1466987,0.5561369,1.219565,0.15946501
89.874214,80.899086,-0.06779369,0.13598083,-0.07013903,1.8217775
55.24713,58.389763,0.57225645,-1.0495108,0.23528323,2.0169907
374.7024,55.484665,-0.08694991,0.52548873,-0.41027793,-0.7839006
81.65671,69.30816,-0.5219237,-0.065186724,0.087913744,2.026101
59.285244,61.654785,0.6675238,0.4187204,-2.46563,0.72996163
150.15465,60.228474,-0.2569027,-0.690133,2.3028183,-2.2855802
61.020344,51.267723,-1.5943499,-1.8687019,0.7367432,-2.7769408
98.71194,70.59494,-0.30573273,-0.4980723,-1.9793403,2.921114
63.186028,61.756847,-0.8049111,-0.42220014,2.1341548,-1.0234133
68.980705,60.736214,-0.7254365,-1.3550026,0.9927113,-1.9313016
161.29437,100.30052,0.12726837,0.16573744,1.972507,3.0120807
70.21155,62.986107,-0.5751946,-0.01751647,2.9570959,0.049423937
73.632225,53.10077,-1.229508,-1.1775699,0.9360049,-1.3432881
149.31961,79.076775,0.4291819,1.256261,1.1897619,1.7929326
74.89297,44.873207,0.016826285,-0.9755064,3.0195518,-0.7458112
153.50282,79.608894,-1.060186,-0.45579457,0.81805557,1.1969383
65.25391,53.717045,-0.91356,-1.3438249,0.6345574,-3.110959
67.67087,57.230015,1.3345227,1.8550626,2.5856762,-0.6091655
48.857952,41.656963,0.26062393,-1.5325668,1.8073732,-0.2327434
66.59506,74.65428,0.27330065,0.96488667,2.4336524,-1.7690972
48.214897,51.94224,-1.0687989,-2.0490048,2.8222947,-2.1003776
60.397964,48.89419,-0.9123466,-1.4358215,-1.2027727,1.977013
114.12668,53.523384,0.025492568,-1.139582,1.9178133,0.98904926
81.78766,61.36787,0.004288233,0.029719224,0.6060619,-2.9980621
74.2454,40.884933,1.0287253,0.68687075,-2.175428,0.023181006
64.51816,60.616802,0.27936918,0.39302763,-2.8804362,0.78149295
66.09866,62.300972,-0.6966563,-1.3781317,2.344338,-0.9460987
60.855064,47.972614,0.12710305,0.18521455,-0.5718181,2.577543
57.70625,62.883427,1.3341912,1.4586189,0.25412998,-2.9513717
156.24008,59.10217,-0.22500698,-0.15567002,-1.8403466,-0.6717631
258.79532,127.50949,-1.1901433,-1.729968,2.2216997,1.9863425
86.11289,66.41251,0.6037224,0.43493453,0.63582444,-1.920782
106.62708,65.65214,-0.03921776,0.915661,0.90002453,1.3490435
142.29547,75.20172,-0.63620937,-1.25157,0.20052624,-1.2269447
109.240845,90.70474,0.76060605,0.43826962,2.3431525,-2.187197
60.970245,51.516537,-0.8326673,-0.8194955,-0.05322928,2.5233142
65.892685,62.121304,-0.47628567,-0.73868227,-0.16246659,-2.8196006
87.80671,83.40547,0.47126833,-0.7679471,-1.6982859,-2.290379
59.42632,56.369083,0.42110267,-0.46449113,-0.19313891,2.401409
52.00713,51.363964,0.9161661,0.9490098,3.052056,-0.46220374
187.49203,158.55424,-0.90534437,-0.99130994,1.8883185,2.7272098
66.93787,40.881474,0.48139077,-1.0608791,-3.1178772,0.9590002
83.795105,80.51158,1.0255529,0.34575438,-0.15863559,-2.328422
66.79731,47.52011,1.5681622,0.81513447,-2.8772585,0.2238379
78.5632,67.14519,-1.3706018,-1.316463,-0.89820457,2.8261619
80.4558,64.05579,0.3738744,-0.8626875,0.6683157,-0.89183885
169.05763,74.08346,-0.337598,0.31176886,1.1109465,0.33857763
64.87355,64.906136,-0.027644414,0.15216346,-0.014425216,-3.009092
67.89708,73.41581,0.39217404,-1.04995,0.29261905,1.8951463
71.680695,68.86166,-1.218869,-1.5577834,-2.7171597,-0.17893338
59.06529,49.747795,0.26653817,0.13095357,-0.43172258,2.7828133
119.74659,63.135754,0.37222716,-0.25085622,-0.89550054,-1.9595234
78.2136,69.29642,0.6628051,0.70669097,0.89549446,-2.2494338
176.56973,113.9689,0.6517827,1.2099777,2.8303382,-3.013872
75.0055,63.66305,-1.8741586,-1.8601427,-2.6323366,0.52873194
108.51393,73.303825,1.15887,0.20759438,1.3976179,0.61423516
165.02733,82.979645,1.592366,0.76481706,0.98371214,1.5812564
63.94924,57.802826,-0.6075886,-0.36439538,-1.1774937,1.8492122
109.9315,55.889156,0.33910725,0.36129645,-2.6255171,-0.7943016
82.89873,58.61041,-0.76107115,-0.06563908,-0.48038322,-2.4541667
66.67594,58.09148,-0.7682974,-0.1990374,1.663096,-1.5538532
56.377537,49.25413,1.5765684,0.0675469,2.8220158,-0.6529269
57.082546,53.73535,-0.5852652,0.047059618,0.24068052,-3.036687
56.60993,60.46359,-0.8083915,-1.0805295,1.3609191,-1.8716652
64.847946,57.948368,0.77188045,1.304793,-2.8895454,0.21146902
111.99562,88.26549,0.048395548,-0.92104936,-2.3608046,-2.1664777
66.77924,59.84207,0.7454341,0.69760257,-0.92070436,2.31207
78.47796,55.869587,-1.1532956,-1.3212408,2.0370803,-1.1730366
113.316635,72.183174,-1.0166295,-1.2983732,-2.1975842,-0.73429
62.441074,56.775898,-0.4311273,-0.7731849,1.0386326,-1.8515353
92.03605,56.563095,-1.2769663,-0.8933457,-2.327526,2.052058
65.40299,63.706154,0.035085313,-0.09985368,0.012688714,3.1169965
81.878815,44.357983,0.5742237,-0.396977,-2.1747565,1.0768157
68.22159,65.64754,-0.66750467,-0.77530295,1.0789672,-1.9890037
57.543858,55.113586,-0.36534268,0.24719262,0.67281634,-2.7804017
67.82339,53.354485,-0.1095841,-0.74986726,0.41087228,-2.814281
133.04346,55.271935,-0.043149963,-0.9272694,1.0348685,-0.39583263
53.685566,49.417862,0.9906489,1.3522658,2.985398,-0.25593886
66.952225,53.64145,-0.77886134,-0.95194745,2.49476,-0.6060567
103.37492,50.618446,-1.6781063,-1.1314007,-1.2406918,0.29555565
137.4922,77.112434,-0.72991383,0.16030635,2.8419776,-2.9711237
59.373722,52.297947,-1.4467629,-0.76668525,-1.8390228,1.4259337
145.12292,130.62888,0.47461376,-0.12807634,0.14044484,0.6376009
50.34749,47.51213,0.72292095,0.45374644,-2.6461353,0.63346094
61.737743,56.025723,-1.4945877,-1.0297034,-1.4806023,1.5558237
64.32499,59.014336,-1.0996022,-0.6107394,-0.11751668,2.6714756
246.55103,131.04533,-0.016117103,-0.35669407,0.8091785,0.44823804
276.80502,159.0334,0.7193952,0.14407305,1.1023731,1.1936368
76.57014,66.40811,-0.05247756,0.3011774,-2.034407,1.7876906
78.43704,57.64658,-0.27439687,-0.04784141,0.3118046,-3.058028
200.64424,164.392,-0.1564703,-0.35096028,0.38000962,1.1860865
69.8928,60.0386,-0.2443819,0.67370504,0.9769604,2.6856937
120.31257,59.783466,-0.17492524,0.09873472,-1.7767624,-0.20631035
60.082756,58.14458,0.61280125,-0.3936574,0.9417334,-2.1051254
72.93305,55.167114,1.9026668,0.84029794,-1.2162447,2.290993
69.98285,65.10718,0.0057760547,0.31723776,0.1273768,2.318613
72.12541,62.02129,1.0889574,0.27560544,-2.491826,-0.22037263
67.10606,57.074364,-0.3111946,-0.058928568,-1.6247624,1.3887906
105.954865,59.593525,-0.06593829,-0.42348328,2.846878,-1.4651308
139.40237,112.046555,0.5803599,0.88823795,-2.859282,-1.9907479
67.34871,54.89468,-1.0861523,-0.75766337,1.5169414,-1.3517599
158.07834,112.79121,-0.47381812,-0.8900605,1.7738577,2.9126036
84.87098,82.96125,-0.51249206,-1.7775644,-1.969296,-2.221876
75.605804,71.19595,0.07106801,-0.7994305,2.3916194,1.2505145
64.098,74.221375,1.0883356,0.007757786,1.2452633,-2.8085167
254.52438,86.87251,-0.94683266,-0.5853827,-1.8402035,-1.2814533
75.40713,69.60765,1.6601081,1.5866466,-0.9721071,1.3831277
87.5474,64.83167,-1.7738876,-0.8734563,1.5120856,2.262865
81.02729,54.845253,0.5958216,0.60467744,-1.1584398,-3.1114032
71.833755,54.890003,-1.5339919,-0.6977559,2.2614343,-0.94338
226.35214,78.35154,1.5911059,1.5395684,-2.3155873,-1.7348151
163.21362,99.250404,-0.26616356,-0.6940917,1.8926898,1.1109343
256.12024,106.42759,0.80021024,0.58673763,1.811411,2.6179
77.46854,56.903362,0.3768979,0.17159083,-2.5021505,0.9443413
113.69898,103.78865,1.1098138,0.66266257,-0.7728512,-2.2951906
70.84583,57.63879,0.24324808,-0.7863399,1.7814816,-0.2129902
145.89412,93.13042,-0.89191496,-1.2744874,1.788555,0.52646255
71.13876,54.7298,-1.6474184,-1.7820057,0.40327254,-3.0659223
95.74717,71.24306,0.53734946,1.0748762,-0.5943592,-1.9991446
203.20032,58.892166,0.18230078,-0.6006577,0.12499022,-1.0832745
68.45182,61.035015,-1.6909975,-0.57702816,-2.6296282,2.4739838
131.36224,88.581924,1.0058798,1.4153838,-1.3172104,-2.6146748
80.585976,64.59654,0.2482772,0.18227452,1.4095666,-2.4547772
67.93625,49.688625,0.002226514,0.7652224,-2.7784822,0.4810411
209.09306,121.76004,0.29636738,-0.06498563,-2.9123392,-2.1047807
56.236584,50.351868,-0.10252822,0.46324173,-2.6815376,0.23735014
81.67989,55.71724,-1.1293643,-1.0687472,1.4096094,-2.1782646
65.191154,64.28316,-0.15568644,0.23956251,1.4984179,-1.9298728
60.28304,68.028404,-0.20001632,-0.3889088,-2.725964,0.39843577
65.36926,58.90632,-0.20859388,-0.18676668,2.631248,-1.639335
78.36739,51.544563,0.5569563,1.7558907,-1.7079744,-3.0798347
89.89998,54.142414,-0.49261248,-0.005861833,-1.6699119,-0.33497712
171.82736,66.17961,0.9195839,0.72060466,0.8089767,-0.30476117
67.83228,59.90128,-1.029718,-1.0085291,1.6106677,-1.2237539
49.725544,51.225807,0.25722378,0.55472285,0.014864328,-3.0075154
81.58875,69.90189,-1.8095508,-1.7041217,-1.412608,1.255203
72.69583,63.589226,0.8482199,1.2098383,1.6168675,-1.4059776
57.057545,57.5996,-0.6590348,-0.8817059,1.9803456,-1.2669749
59.76908,51.83131,1.0372291,1.0187572,2.4141147,-0.3299026
54.336964,51.145794,1.822089,1.6829084,-0.34961602,1.4996436
99.55839,85.56754,-0.4684716,0.32648763,0.485837,1.8081999
241.56856,194.6203,-0.17767245,-0.1599014,2.597579,-2.904106
97.91815,66.47716,1.3329078,0.6830423,0.556214,1.723539
69.58016,68.57401,-0.117416956,0.8558731,-1.9484372,0.4077138
176.50458,128.79753,0.12234325,-0.08892045,-0.90457517,0.089428134
394.23676,132.83673,-0.32328084,-0.8925044,1.8976701,2.2492812
56.840103,50.625664,-0.10600285,-0.24344636,2.4980276,-1.1883796
50.22345,47.512657,-0.565196,-0.023848513,-0.31424558,2.9560978
163.6596,65.78948,0.31920302,0.5672765,0.26730317,-1.4981171
73.06305,54.70452,1.2619497,0.56953967,-0.9728815,2.2093046
150.27011,95.093475,-1.1583529,-0.6047503,0.029017476,-0.6543814
68.84886,63.506744,0.87353075,0.51949096,2.135795,0.76891744
54.287334,57.694515,0.4499188,0.06417662,-2.0332968,1.2059792
53.272095,56.30687,-0.7445278,-1.1197524,-1.0133629,2.1721625
51.177025,48.3625,1.1074007,0.4021782,-0.11500556,3.0299501
56.843513,57.839077,-0.45964104,0.0050940607,-2.9188204,-0.10173328
60.719746,53.811806,0.16279475,0.020619676,-0.6004958,2.82932
58.949997,58.334545,-0.31475338,-0.31639183,-0.29720625,2.4147978
69.98235,64.728516,0.56417143,0.6231244,-0.5044769,2.413221
147.7026,137.83527,1.0240177,0.37817192,2.3067284,1.7668974
68.2707,68.22623,-1.5099515,-0.87574077,3.1054146,-0.15636124
190.07092,79.081696,-0.022230987,0.6465957,-0.043894973,0.2924445
80.832756,66.36155,-0.2756502,0.052008417,0.5574769,2.9049728
45.33522,45.35673,0.03987043,-0.7256775,1.8446592,-1.1040801
62.736847,56.849167,0.7397598,0.73733574,1.4283108,-1.6971693
76.85652,71.05608,-0.4995818,-0.332674,-1.8864138,1.271351
68.69001,64.005165,-1.5416799,-1.3083568,0.15257275,3.1137557
85.76218,73.7497,0.08070608,-1.4085613,-2.2578058,-1.2358462
65.51596,57.453278,1.2390462,1.4099835,-0.49207824,2.8866525
70.154274,59.784245,-0.8190352,-0.3074799,-1.9509267,0.2560835
70.674446,61.51757,-0.078566276,-0.64192766,-2.433086,1.2122407
296.65384,74.11832,0.14237328,-0.5343127,0.65792507,0.55746764
71.34133,66.661194,-0.7817061,-0.99697655,-0.32895416,-3.1404684
107.48399,99.60902,-1.0161321,-0.6521679,2.7658117,1.6050626
59.267433,55.10059,1.6266086,0.5678092,0.36701512,-2.8320677
66.607346,59.61698,0.8336544,1.0678084,-1.6121961,2.0395157
63.40394,62.00977,-0.24994704,-0.5098381,-0.6809219,2.505786
59.44758,54.393547,0.21818025,0.66130614,2.3210518,-1.0365738
170.07788,65.07113,-0.5870228,-1.7618561,-2.4045916,-2.762924
100.50755,48.66829,0.35033056,-1.072056,1.3076946,-0.18821855
67.92252,65.9077,0.5595857,-0.79048955,-0.892701,2.1885676
57.70271,43.57861,-0.13664685,-0.26465154,2.4519525,-0.79443747
61.43263,61.124523,-0.645225,-1.2722783,2.218816,-0.39036494
259.66776,113.52954,-0.74792445,-0.37861085,-3.0140557,2.923107
114.0362,64.69933,-0.034894805,1.223758,2.5597973,3.1332607
92.61328,55.20387,-0.7908188,-0.7507634,-2.8116531,-0.6339125
69.78511,61.249313,0.47595817,0.98574644,-1.6381657,0.9226817
66.34139,57.60519,-1.0430048,0.07374367,-2.7549582,0.17300986
78.034035,70.54451,-0.17753197,-1.0463024,1.4173946,-2.5891247
110.29567,72.20853,0.7085344,-0.2409634,1.3194686,2.8466408
73.357864,52.037766,-1.2000895,-0.44900468,2.566847,-0.6015807
71.6358,57.66921,-0.23669142,0.08313393,-1.9020424,1.1647005
61.36252,68.535835,2.0657475,1.2771859,1.676475,-1.5206081
76.46848,59.508057,-0.600246,-0.77748334,-1.0917568,-3.0536613
193.6762,56.08842,0.49538648,0.33756173,0.78656274,-0.15218885
132.48819,80.80701,0.2496391,1.090913,2.6601958,1.1934434
69.440796,73.77446,-1.729914,-1.9168324,2.1778545,-1.0579686
70.78855,67.14872,0.9419296,0.72973883,2.3666275,-1.1221901
61.827473,54.187645,0.09818501,-0.9676542,0.56623745,-2.6896453
77.63749,46.81074,1.9392023,1.9691763,2.3923106,0.27213177
147.78256,114.92646,-1.2115693,-0.21563308,-2.20605,-2.0776339
60.523438,59.729034,-1.0376488,-1.1642587,-0.28155702,2.9658782
52.131203,47.904507,1.8634048,1.7314799,-3.0363252,0.03927943
67.59003,58.88873,0.3841952,1.6759434,-0.5848675,-2.1612916
99.82589,78.00735,-1.3029948,-0.26681545,1.4952568,1.1864208
73.73029,60.32217,0.8331074,1.4515257,0.9782954,-2.3886526
54.378147,49.86394,1.4401802,-0.14270598,1.933295,-1.1636564
112.411156,80.1628,-1.8583,-1.7936816,1.5482349,2.89988
61.925957,64.70503,1.1345078,0.7342101,1.0084033,-2.2401829
65.65301,55.356434,-0.5339732,-0.29319954,1.4718474,-1.7247897
61.862682,60.026474,-0.54496115,-0.98222774,0.37033957,-2.522572
70.15449,60.12484,0.07949773,0.15019125,2.4867115,-0.7798212
62.078854,60.84115,0.029928396,1.0175146,1.5288897,-1.8342198
161.1345,148.88528,-0.1821042,-0.7998632,2.8056865,-2.890698
67.95269,60.39222,0.15717374,0.07383639,1.689177,-0.853848
69.330765,55.681328,1.8993777,0.6026734,-0.8230955,-0.17267303
159.91962,95.53745,-0.30323255,-0.7750603,2.9354215,-2.3336678
94.038445,63.607838,-0.775879,-0.5946706,-0.54633945,2.7335234
240.0098,137.30768,0.6569841,0.82959914,0.6987157,1.5412475
107.663536,81.41603,-0.30429825,0.04032966,-0.9132098,0.32351783
59.68496,67.0192,1.1770136,0.36498243,2.108365,-1.2764313
175.74681,124.74383,-0.088936366,-0.05200064,2.965735,-2.3545797
191.49539,85.8814,-0.4074183,0.009887514,-1.9206413,-3.0247476
75.73969,56.716255,-0.12859787,-0.53459907,-0.618922,2.226612
66.060356,50.453373,1.1788082,0.24607496,0.044234626,3.128612
147.81734,62.033985,-0.7799016,-0.2822622,0.7165382,2.0794544
75.31466,55.73286,-0.82622135,-1.545103,0.94460213,-2.313242
84.58938,61.210667,0.6755012,-0.6416853,1.0577197,2.1774163
55.127235,49.5401,0.41604477,1.668017,-0.14836204,1.953361
69.74959,58.953506,-0.78673285,-1.4765542,0.36695674,-2.623585
79.17507,44.70924,0.01992116,-0.12506428,2.0660253,-0.13276671
88.3356,63.574337,-1.1374066,-1.6089734,3.0020013,0.19715576
59.564743,49.89228,0.05076011,-1.0240464,-1.8241545,1.4848453
136.66217,102.66408,0.2898928,0.44022468,2.4534616,-2.440743
67.839066,59.19901,-0.93403876,-0.6748039,-0.6711887,2.4570804
57.197037,58.264244,-0.32133514,0.28544995,-1.6387097,1.3568743
67.40068,64.812935,-0.9441547,-0.6634424,-2.1915047,0.74628156
117.037834,93.95202,-0.8982273,-1.2494403,1.7575147,2.678072
